"case","seed","epw","afn","area","atm","azimuth","boundaries","cdh","envelope","hvac","lights","shgc"
"afn_max_area_177_atm_4_azi_183.18_bounds_outdoors_cdh_120_env_heavy_hvac_vrf_lights_22.49_shgc_0.68","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_TO_Parana.866500_INMET","max",1451.7,4,183.18,"outdoors",49144,"heavy","vrf",22.49,0.68
"afn_max_area_701_atm_9_azi_183.18_bounds_outdoors_cdh_120_env_heavy_hvac_vrf_lights_22.49_shgc_0.68","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_TO_Parana.866500_INMET","max",361,9,183.18,"outdoors",49144,"heavy","vrf",22.49,0.68
"afn_max_area_701_atm_4_azi_17.74_bounds_outdoors_cdh_120_env_heavy_hvac_vrf_lights_22.49_shgc_0.68","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_TO_Parana.866500_INMET","max",361,4,17.74,"outdoors",49144,"heavy","vrf",22.49,0.68
"afn_max_area_701_atm_4_azi_183.18_bounds_outdoors_cdh_4_env_heavy_hvac_vrf_lights_22.49_shgc_0.68","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AM_Barcelos.AP.816480_INMET","max",361,4,183.18,"outdoors",79112,"heavy","vrf",22.49,0.68
"afn_max_area_701_atm_4_azi_183.18_bounds_outdoors_cdh_120_env_heavy_hvac_vrf_lights_18.89_shgc_0.68","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_TO_Parana.866500_INMET","max",361,4,183.18,"outdoors",49144,"heavy","vrf",18.89,0.68
"afn_max_area_701_atm_4_azi_183.18_bounds_outdoors_cdh_120_env_heavy_hvac_vrf_lights_22.49_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_TO_Parana.866500_INMET","max",361,4,183.18,"outdoors",49144,"heavy","vrf",22.49,0.47
"afn_max_area_575_atm_15_azi_198.74_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_11.39_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",456,15,198.74,"outdoors",84723,"heavy","vrf",11.39,0.72
"afn_max_area_303_atm_15_azi_198.74_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_11.39_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",612.5,15,198.74,"outdoors",84723,"heavy","vrf",11.39,0.72
"afn_max_area_575_atm_10_azi_198.74_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_11.39_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",456,10,198.74,"outdoors",84723,"heavy","vrf",11.39,0.72
"afn_max_area_575_atm_15_azi_2.18_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_11.39_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",456,15,2.18,"outdoors",84723,"heavy","vrf",11.39,0.72
"afn_max_area_575_atm_15_azi_198.74_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_11.39_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",456,15,198.74,"outdoors",66111,"heavy","vrf",11.39,0.72
"afn_max_area_575_atm_15_azi_198.74_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_14.99_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",456,15,198.74,"outdoors",84723,"heavy","vrf",14.99,0.72
"afn_max_area_575_atm_15_azi_198.74_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_11.39_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",456,15,198.74,"outdoors",84723,"heavy","vrf",11.39,0.43
"afn_max_area_303_atm_10_azi_2.18_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_14.99_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",612.5,10,2.18,"outdoors",66111,"heavy","vrf",14.99,0.43
"afn_max_area_575_atm_10_azi_2.18_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_14.99_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",456,10,2.18,"outdoors",66111,"heavy","vrf",14.99,0.43
"afn_max_area_303_atm_15_azi_2.18_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_14.99_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",612.5,15,2.18,"outdoors",66111,"heavy","vrf",14.99,0.43
"afn_max_area_303_atm_10_azi_198.74_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_14.99_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",612.5,10,198.74,"outdoors",66111,"heavy","vrf",14.99,0.43
"afn_max_area_303_atm_10_azi_2.18_bounds_outdoors_cdh_64_env_heavy_hvac_vrf_lights_14.99_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Soure.821410_INMET","max",612.5,10,2.18,"outdoors",84723,"heavy","vrf",14.99,0.43
"afn_max_area_303_atm_10_azi_2.18_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_11.39_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",612.5,10,2.18,"outdoors",66111,"heavy","vrf",11.39,0.43
"afn_max_area_303_atm_10_azi_2.18_bounds_outdoors_cdh_60_env_heavy_hvac_vrf_lights_14.99_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Conceicao.do.Araguaia.819400_INMET","max",612.5,10,2.18,"outdoors",66111,"heavy","vrf",14.99,0.72
"afn_max_area_152_atm_4_azi_164.8_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_9.98_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1087,4,164.8,"outdoors",63545,"heavy","vrf",9.98,0.46
"afn_max_area_179_atm_4_azi_164.8_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_9.98_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1534,4,164.8,"outdoors",63545,"heavy","vrf",9.98,0.46
"afn_max_area_152_atm_9_azi_164.8_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_9.98_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1087,9,164.8,"outdoors",63545,"heavy","vrf",9.98,0.46
"afn_max_area_152_atm_4_azi_81.37_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_9.98_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1087,4,81.37,"outdoors",63545,"heavy","vrf",9.98,0.46
"afn_max_area_152_atm_4_azi_164.8_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_9.98_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1087,4,164.8,"outdoors",32289,"heavy","vrf",9.98,0.46
"afn_max_area_152_atm_4_azi_164.8_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_21.09_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1087,4,164.8,"outdoors",63545,"heavy","vrf",21.09,0.46
"afn_max_area_152_atm_4_azi_164.8_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_9.98_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1087,4,164.8,"outdoors",63545,"heavy","vrf",9.98,0.69
"afn_max_area_179_atm_9_azi_81.37_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_21.09_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1534,9,81.37,"outdoors",32289,"heavy","vrf",21.09,0.69
"afn_max_area_152_atm_9_azi_81.37_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_21.09_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1087,9,81.37,"outdoors",32289,"heavy","vrf",21.09,0.69
"afn_max_area_179_atm_4_azi_81.37_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_21.09_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1534,4,81.37,"outdoors",32289,"heavy","vrf",21.09,0.69
"afn_max_area_179_atm_9_azi_164.8_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_21.09_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1534,9,164.8,"outdoors",32289,"heavy","vrf",21.09,0.69
"afn_max_area_179_atm_9_azi_81.37_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_21.09_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",1534,9,81.37,"outdoors",63545,"heavy","vrf",21.09,0.69
"afn_max_area_179_atm_9_azi_81.37_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_9.98_shgc_0.69","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1534,9,81.37,"outdoors",32289,"heavy","vrf",9.98,0.69
"afn_max_area_179_atm_9_azi_81.37_bounds_outdoors_cdh_79_env_heavy_hvac_vrf_lights_21.09_shgc_0.46","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Icaraima.868970_INMET","max",1534,9,81.37,"outdoors",32289,"heavy","vrf",21.09,0.46
"afn_max_area_550_atm_11_azi_345.8_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_17.48_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",594,11,345.8,"outdoors",63468,"heavy","vrf",17.48,0.71
"afn_max_area_577_atm_11_azi_345.8_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_17.48_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",881,11,345.8,"outdoors",63468,"heavy","vrf",17.48,0.71
"afn_max_area_550_atm_16_azi_345.8_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_17.48_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",594,16,345.8,"outdoors",63468,"heavy","vrf",17.48,0.71
"afn_max_area_550_atm_11_azi_262.37_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_17.48_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",594,11,262.37,"outdoors",63468,"heavy","vrf",17.48,0.71
"afn_max_area_550_atm_11_azi_345.8_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_17.48_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",594,11,345.8,"outdoors",52283,"heavy","vrf",17.48,0.71
"afn_max_area_550_atm_11_azi_345.8_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_13.59_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",594,11,345.8,"outdoors",63468,"heavy","vrf",13.59,0.71
"afn_max_area_550_atm_11_azi_345.8_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_17.48_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",594,11,345.8,"outdoors",63468,"heavy","vrf",17.48,0.44
"afn_max_area_577_atm_16_azi_262.37_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_13.59_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",881,16,262.37,"outdoors",52283,"heavy","vrf",13.59,0.44
"afn_max_area_550_atm_16_azi_262.37_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_13.59_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",594,16,262.37,"outdoors",52283,"heavy","vrf",13.59,0.44
"afn_max_area_577_atm_11_azi_262.37_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_13.59_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",881,11,262.37,"outdoors",52283,"heavy","vrf",13.59,0.44
"afn_max_area_577_atm_16_azi_345.8_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_13.59_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",881,16,345.8,"outdoors",52283,"heavy","vrf",13.59,0.44
"afn_max_area_577_atm_16_azi_262.37_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_13.59_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",881,16,262.37,"outdoors",63468,"heavy","vrf",13.59,0.44
"afn_max_area_577_atm_16_azi_262.37_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_17.48_shgc_0.44","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",881,16,262.37,"outdoors",52283,"heavy","vrf",17.48,0.44
"afn_max_area_577_atm_16_azi_262.37_bounds_outdoors_cdh_19_env_heavy_hvac_vrf_lights_13.59_shgc_0.71","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Presidente.Kennedy.868530_INMET","max",881,16,262.37,"outdoors",52283,"heavy","vrf",13.59,0.71
"afn_max_area_351_atm_7_azi_74.3_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_21.23_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",1246,7,74.3,"outdoors",73777,"heavy","vrf",21.23,0.58
"afn_max_area_776_atm_7_azi_74.3_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_21.23_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",578,7,74.3,"outdoors",73777,"heavy","vrf",21.23,0.58
"afn_max_area_351_atm_6_azi_74.3_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_21.23_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",1246,6,74.3,"outdoors",73777,"heavy","vrf",21.23,0.58
"afn_max_area_351_atm_7_azi_171.87_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_21.23_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",1246,7,171.87,"outdoors",73777,"heavy","vrf",21.23,0.58
"afn_max_area_351_atm_7_azi_74.3_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_21.23_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",1246,7,74.3,"outdoors",23281,"heavy","vrf",21.23,0.58
"afn_max_area_351_atm_7_azi_74.3_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_9.84_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",1246,7,74.3,"outdoors",73777,"heavy","vrf",9.84,0.58
"afn_max_area_351_atm_7_azi_74.3_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_21.23_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",1246,7,74.3,"outdoors",73777,"heavy","vrf",21.23,0.57
"afn_max_area_776_atm_6_azi_171.87_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_9.84_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",578,6,171.87,"outdoors",23281,"heavy","vrf",9.84,0.57
"afn_max_area_351_atm_6_azi_171.87_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_9.84_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",1246,6,171.87,"outdoors",23281,"heavy","vrf",9.84,0.57
"afn_max_area_776_atm_7_azi_171.87_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_9.84_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",578,7,171.87,"outdoors",23281,"heavy","vrf",9.84,0.57
"afn_max_area_776_atm_6_azi_74.3_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_9.84_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",578,6,74.3,"outdoors",23281,"heavy","vrf",9.84,0.57
"afn_max_area_776_atm_6_azi_171.87_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_9.84_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",578,6,171.87,"outdoors",73777,"heavy","vrf",9.84,0.57
"afn_max_area_776_atm_6_azi_171.87_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_21.23_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",578,6,171.87,"outdoors",23281,"heavy","vrf",21.23,0.57
"afn_max_area_776_atm_6_azi_171.87_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_9.84_shgc_0.58","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",578,6,171.87,"outdoors",23281,"heavy","vrf",9.84,0.58
"afn_max_area_749_atm_14_azi_255.3_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_13.73_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",864,14,255.3,"outdoors",69205,"heavy","vrf",13.73,0.33
"afn_max_area_378_atm_14_azi_255.3_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_13.73_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2214.4,14,255.3,"outdoors",69205,"heavy","vrf",13.73,0.33
"afn_max_area_749_atm_13_azi_255.3_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_13.73_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",864,13,255.3,"outdoors",69205,"heavy","vrf",13.73,0.33
"afn_max_area_749_atm_14_azi_352.87_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_13.73_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",864,14,352.87,"outdoors",69205,"heavy","vrf",13.73,0.33
"afn_max_area_749_atm_14_azi_255.3_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_13.73_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",864,14,255.3,"outdoors",52848,"heavy","vrf",13.73,0.33
"afn_max_area_749_atm_14_azi_255.3_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_17.34_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",864,14,255.3,"outdoors",69205,"heavy","vrf",17.34,0.33
"afn_max_area_749_atm_14_azi_255.3_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_13.73_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",864,14,255.3,"outdoors",69205,"heavy","vrf",13.73,0.32
"afn_max_area_378_atm_13_azi_352.87_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_17.34_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",2214.4,13,352.87,"outdoors",52848,"heavy","vrf",17.34,0.32
"afn_max_area_749_atm_13_azi_352.87_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_17.34_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",864,13,352.87,"outdoors",52848,"heavy","vrf",17.34,0.32
"afn_max_area_378_atm_14_azi_352.87_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_17.34_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",2214.4,14,352.87,"outdoors",52848,"heavy","vrf",17.34,0.32
"afn_max_area_378_atm_13_azi_255.3_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_17.34_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",2214.4,13,255.3,"outdoors",52848,"heavy","vrf",17.34,0.32
"afn_max_area_378_atm_13_azi_352.87_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_17.34_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2214.4,13,352.87,"outdoors",69205,"heavy","vrf",17.34,0.32
"afn_max_area_378_atm_13_azi_352.87_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_13.73_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",2214.4,13,352.87,"outdoors",52848,"heavy","vrf",13.73,0.32
"afn_max_area_378_atm_13_azi_352.87_bounds_outdoors_cdh_49_env_heavy_hvac_vrf_lights_17.34_shgc_0.33","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Agua.Boa.866860_INMET","max",2214.4,13,352.87,"outdoors",52848,"heavy","vrf",17.34,0.33
"afn_max_area_252_atm_12_azi_210.05_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_23.11_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",414,12,210.05,"outdoors",37998,"heavy","vrf",23.11,0.64
"afn_max_area_278_atm_12_azi_210.05_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_23.11_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",509.3,12,210.05,"outdoors",37998,"heavy","vrf",23.11,0.64
"afn_max_area_252_atm_4_azi_210.05_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_23.11_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",414,4,210.05,"outdoors",37998,"heavy","vrf",23.11,0.64
"afn_max_area_252_atm_12_azi_217.12_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_23.11_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",414,12,217.12,"outdoors",37998,"heavy","vrf",23.11,0.64
"afn_max_area_252_atm_12_azi_210.05_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_23.11_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",414,12,210.05,"outdoors",29737,"heavy","vrf",23.11,0.64
"afn_max_area_252_atm_12_azi_210.05_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_11.71_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",414,12,210.05,"outdoors",37998,"heavy","vrf",11.71,0.64
"afn_max_area_252_atm_12_azi_210.05_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_23.11_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",414,12,210.05,"outdoors",37998,"heavy","vrf",23.11,0.63
"afn_max_area_278_atm_4_azi_217.12_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_11.71_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",509.3,4,217.12,"outdoors",29737,"heavy","vrf",11.71,0.63
"afn_max_area_252_atm_4_azi_217.12_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_11.71_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",414,4,217.12,"outdoors",29737,"heavy","vrf",11.71,0.63
"afn_max_area_278_atm_12_azi_217.12_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_11.71_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",509.3,12,217.12,"outdoors",29737,"heavy","vrf",11.71,0.63
"afn_max_area_278_atm_4_azi_210.05_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_11.71_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",509.3,4,210.05,"outdoors",29737,"heavy","vrf",11.71,0.63
"afn_max_area_278_atm_4_azi_217.12_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_11.71_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",509.3,4,217.12,"outdoors",37998,"heavy","vrf",11.71,0.63
"afn_max_area_278_atm_4_azi_217.12_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_23.11_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",509.3,4,217.12,"outdoors",29737,"heavy","vrf",23.11,0.63
"afn_max_area_278_atm_4_azi_217.12_bounds_outdoors_cdh_34_env_heavy_hvac_vrf_lights_11.71_shgc_0.64","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Buritis.867180_INMET","max",509.3,4,217.12,"outdoors",29737,"heavy","vrf",11.71,0.64
"afn_max_area_650_atm_6_azi_29.05_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_15.61_shgc_0.39","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",200,6,29.05,"outdoors",38233,"heavy","vrf",15.61,0.39
"afn_max_area_676_atm_6_azi_29.05_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_15.61_shgc_0.39","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",261,6,29.05,"outdoors",38233,"heavy","vrf",15.61,0.39
